FID,lat_gcj,lon_gcj,is_informalsettlement
298,113.1334042,23.05672421,1
299,113.1332244,23.0569035,1
300,113.1334045,23.05690357,1
301,113.1335847,23.05690364,1
302,113.1690711,23.0569168,0
303,113.1692512,23.05691687,0
304,113.1694314,23.05691694,0
305,113.1330445,23.0570828,1
306,113.1332247,23.05708287,1
307,113.1334048,23.05708293,1
308,113.133585,23.057083,1
309,113.1690714,23.05709617,0
310,113.1692515,23.05709624,0
311,113.1694317,23.0570963,0
312,113.1667525,23.07540934,1
313,113.1669326,23.0754094,1
314,113.1671128,23.07540947,1
315,113.1667527,23.07558907,1
316,113.1669328,23.07558914,1
317,113.1671129,23.07558921,1
318,113.167293,23.07558928,1
319,113.1674732,23.07558934,1
320,113.1676533,23.07558941,1
321,113.1678334,23.07558948,1
322,113.1680136,23.07558954,1
323,113.1669329,23.07576888,1
324,113.1671131,23.07576895,1
325,113.1672932,23.07576902,1
326,113.1674733,23.07576908,1
327,113.1676535,23.07576915,1
328,113.1678336,23.07576922,1
329,113.1680137,23.07576929,1
330,113.1669331,23.07594863,1
331,113.1671132,23.07594869,1
332,113.1672933,23.07594876,1
333,113.1674735,23.07594883,1
334,113.1676536,23.0759489,1
335,113.1678337,23.07594896,1
336,113.1680139,23.07594903,1
337,113.1669332,23.07612838,1
338,113.1671134,23.07612844,1
339,113.1672935,23.07612851,1
340,113.1642385,23.09430113,1
341,113.1644187,23.0943012,1
342,113.1645988,23.09430126,1
343,113.1642385,23.09448126,1
344,113.1644187,23.09448132,1
345,113.1645988,23.09448139,1
346,113.1642385,23.09466139,1
347,113.1644186,23.09466145,1
348,113.1645988,23.09466152,1
349,113.1653193,23.0952022,1
350,113.1654994,23.09520226,1
351,113.1653193,23.09538234,1
352,113.1654994,23.09538241,1
353,113.1656796,23.09538247,1
354,113.1627882,23.11557905,1
355,113.1602662,23.11575863,1
356,113.1624278,23.11575943,1
357,113.1626079,23.1157595,1
358,113.162788,23.11575956,1
359,113.1629682,23.11575963,1
360,113.160266,23.11593915,1
361,113.1604461,23.11593921,1
362,113.1606263,23.11593928,1
363,113.1620673,23.11593981,1
364,113.1622475,23.11593988,1
365,113.1624276,23.11593995,1
366,113.1626077,23.11594001,1
367,113.1627879,23.11594008,1
368,113.162968,23.11594015,1
369,113.1600857,23.1161196,1
370,113.1602659,23.11611967,1
371,113.160446,23.11611974,1
372,113.1622473,23.1161204,1
373,113.1624275,23.11612047,1
374,113.1626076,23.11612054,1
375,113.1627877,23.1161206,1
376,113.1629679,23.11612067,1
377,113.1602657,23.11630019,1
378,113.1624273,23.116301,1
379,113.1626074,23.11630106,1
380,113.1627876,23.11630113,1
381,113.161166,23.11666159,1
382,113.1613462,23.11666166,1
383,113.1615263,23.11666172,1
384,113.1617064,23.11666179,1
385,113.1618866,23.11666186,1
386,113.1611659,23.11684212,1
387,113.161346,23.11684219,1
388,113.1615262,23.11684226,1
389,113.1617063,23.11684232,1
390,113.1618864,23.11684239,1
391,113.1611657,23.11702266,1
392,113.1613459,23.11702273,1
393,113.161526,23.11702279,1
394,113.1617061,23.11702286,1
395,113.1618863,23.11702293,1
396,113.1613457,23.11720327,1
397,113.1615258,23.11720333,1
398,113.161706,23.1172034,1
399,113.1618861,23.11720347,1
400,113.1822379,23.12046122,1
401,113.182418,23.12046128,1
402,113.1825982,23.12046135,1
403,113.1827783,23.12046142,1
404,113.1829584,23.12046148,1
405,113.1831386,23.12046155,1
406,113.1833187,23.12046162,1
407,113.1834988,23.12046168,1
408,113.1836789,23.12046175,1
409,113.1822377,23.12064181,1
410,113.1824178,23.12064188,1
411,113.182598,23.12064194,1
412,113.1827781,23.12064201,1
413,113.1829582,23.12064208,1
414,113.1831384,23.12064214,1
415,113.1833185,23.12064221,1
416,113.1834986,23.12064228,1
417,113.1836788,23.12064234,1
418,113.1824177,23.12082247,1
419,113.1825978,23.12082254,1
420,113.1827779,23.12082261,1
421,113.1829581,23.12082267,1
422,113.1831382,23.12082274,1
423,113.1833183,23.12082281,1
424,113.1834984,23.12082287,1
425,113.1836786,23.12082294,1
426,113.1824175,23.12100307,1
427,113.1825976,23.12100314,1
428,113.1827777,23.12100321,1
429,113.1829579,23.12100327,1
430,113.183138,23.12100334,1
431,113.1833181,23.12100341,1
432,113.1834983,23.12100347,1
433,113.1836784,23.12100354,1
434,113.1825969,23.12172556,1
435,113.1820563,23.12190597,1
436,113.1822364,23.12190604,1
437,113.1824165,23.12190611,1
438,113.1816958,23.12208646,1
439,113.181876,23.12208652,1
440,113.1820561,23.12208659,1
441,113.1822362,23.12208666,1
442,113.1824163,23.12208672,1
443,113.1818758,23.12226714,1
444,113.1820559,23.12226721,1
445,113.182236,23.12226727,1
446,113.1824162,23.12226734,1
447,113.1516129,23.12279781,1
448,113.1517931,23.12279788,1
449,113.1519732,23.12279794,1
450,113.1521533,23.12279801,1
451,113.1516127,23.12297844,1
452,113.1517929,23.1229785,1
453,113.151973,23.12297857,1
454,113.1521531,23.12297864,1
455,113.1523333,23.1229787,1
456,113.1516125,23.12315907,1
457,113.1517927,23.12315914,1
458,113.1519728,23.1231592,1
459,113.1521529,23.12315927,1
460,113.1523331,23.12315934,1
461,113.145303,23.12731197,1
462,113.1453028,23.12749267,1
463,113.1454829,23.12749273,1
464,113.1456631,23.1274928,1
465,113.1458432,23.12749287,1
466,113.1460233,23.12749293,1
467,113.1462035,23.127493,1
468,113.1453026,23.12767336,1
469,113.1454827,23.12767343,1
470,113.1456628,23.12767349,1
471,113.145843,23.12767356,1
472,113.1460231,23.12767363,1
473,113.1462033,23.12767369,1
474,113.1463834,23.12767376,1
475,113.1453024,23.12785406,1
476,113.1454825,23.12785412,1
477,113.1456626,23.12785419,1
478,113.1458428,23.12785426,1
479,113.1460229,23.12785432,1
480,113.146203,23.12785439,1
481,113.1463832,23.12785446,1
482,113.1453021,23.12803476,1
483,113.1454823,23.12803482,1
484,113.1456624,23.12803489,1
485,113.1458425,23.12803496,1
486,113.1460227,23.12803502,1
487,113.1462028,23.12803509,1
488,113.1463829,23.12803516,1
489,113.1453019,23.12821546,1
490,113.145482,23.12821553,1
491,113.1456622,23.12821559,1
492,113.1458423,23.12821566,1
493,113.1460224,23.12821573,1
494,113.1462026,23.12821579,1
495,113.1463827,23.12821586,1
496,113.1451215,23.1283961,1
497,113.1453017,23.12839616,1
498,113.1454818,23.12839623,1
499,113.145662,23.1283963,1
500,113.1458421,23.12839636,1
501,113.1460222,23.12839643,1
502,113.1462024,23.1283965,1
503,113.3070628,23.11922505,0
504,113.3070628,23.11922505,0
505,113.3070628,23.11922505,0
506,113.3070628,23.11922505,0
507,113.3070628,23.11922505,0
508,113.3070628,23.11922505,0
509,113.3070628,23.11922505,0
510,113.3070628,23.11922505,0
511,113.3070628,23.11922505,0
512,113.3070628,23.11922505,0
513,113.3070628,23.11922505,0
514,113.3070628,23.11922505,0
515,113.3070628,23.11922505,0
516,113.3070628,23.11922505,0
517,113.3070628,23.11922505,0
518,113.3070628,23.11922505,0
519,113.3070628,23.11922505,0
520,113.3070628,23.11922505,0
521,113.3070628,23.11922505,0
522,113.3070628,23.11922505,0
523,113.3070628,23.11922505,0
524,113.3070628,23.11922505,0
525,113.3070628,23.11922505,0
526,113.3070628,23.11922505,0
527,113.3070628,23.11922505,0
528,113.3070628,23.11922505,0
529,113.3070628,23.11922505,0
530,113.3070628,23.11922505,0
531,113.3070628,23.11922505,0
532,113.3070628,23.11922505,0
533,113.3070628,23.11922505,0
534,113.3070628,23.11922505,0
535,113.3070628,23.11922505,0
536,113.3070628,23.11922505,0
537,113.3070628,23.11922505,0
538,113.3070628,23.11922505,0
539,113.3070628,23.11922505,0
540,113.3070628,23.11922505,0
541,113.3070628,23.11922505,0
542,113.3070628,23.11922505,0
543,113.3070628,23.11922505,0
544,113.3070628,23.11922505,0
545,113.3070628,23.11922505,0
546,113.3070628,23.11922505,0
547,113.3070628,23.11922505,0
548,113.3070628,23.11922505,0
549,113.3070628,23.11922505,0
550,113.3070628,23.11922505,0
551,113.3070628,23.11922505,0
552,113.3070628,23.11922505,0
553,113.3070628,23.11922505,0
554,113.3070628,23.11922505,0
555,113.3070628,23.11922505,0
556,113.3070628,23.11922505,0
557,113.3070628,23.11922505,0
558,113.3070628,23.11922505,0
559,113.3070628,23.11922505,0
560,113.3070628,23.11922505,0
561,113.3070628,23.11922505,0
562,113.3070628,23.11922505,0
563,113.3070628,23.11922505,0
564,113.3070628,23.11922505,0
565,113.3070628,23.11922505,0
566,113.3070628,23.11922505,0
567,113.3070628,23.11922505,0
568,113.3070628,23.11922505,0
569,113.3070628,23.11922505,0
570,113.3070628,23.11922505,0
571,113.3070628,23.11922505,0
572,113.3070628,23.11922505,0
573,113.3070628,23.11922505,0
574,113.3070628,23.11922505,0
575,113.3070628,23.11922505,0
576,113.3070628,23.11922505,0
577,113.3070628,23.11922505,0
578,113.3070628,23.11922505,1
579,113.3070628,23.11922505,0
580,113.3070628,23.11922505,0
581,113.3070628,23.11922505,0
582,113.3070628,23.11922505,1
583,113.3070628,23.11922505,1
584,113.3070628,23.11922505,0
585,113.3070628,23.11922505,0
586,113.3070628,23.11922505,0
587,113.3070628,23.11922505,0
588,113.3070628,23.11922505,1
589,113.3070628,23.11922505,1
590,113.3070628,23.11922505,1
591,113.3070628,23.11922505,0
592,113.3070628,23.11922505,0
593,113.3070628,23.11922505,0
594,113.3070628,23.11922505,0
595,113.3070628,23.11922505,0
596,113.3070628,23.11922505,1
597,113.3070628,23.11922505,1
598,113.3070628,23.11922505,0
599,113.3070628,23.11922505,0
600,113.3070628,23.11922505,0
601,113.3070628,23.11922505,0
602,113.3070628,23.11922505,0
603,113.3070628,23.11922505,0
604,113.3070628,23.11922505,0
605,113.3070628,23.11922505,0
606,113.3070628,23.11922505,1
607,113.3070628,23.11922505,1
608,113.3070628,23.11922505,0
609,113.3070628,23.11922505,0
610,113.3070628,23.11922505,0
611,113.3070628,23.11922505,0
612,113.3070628,23.11922505,0
613,113.3070628,23.11922505,0
614,113.3070628,23.11922505,0
615,113.3070628,23.11922505,1
616,113.3070628,23.11922505,1
617,113.3070628,23.11922505,0
618,113.3070628,23.11922505,0
619,113.3070628,23.11922505,0
620,113.3070628,23.11922505,0
621,113.3070628,23.11922505,0
622,113.3070628,23.11922505,0
623,113.3070628,23.11922505,0
624,113.3070628,23.11922505,0
625,113.3070628,23.11922505,0
626,113.3070628,23.11922505,0
627,113.3070628,23.11922505,0
628,113.3070628,23.11922505,0
629,113.3070628,23.11922505,0
630,113.3070628,23.11922505,0
631,113.3070628,23.11922505,0
632,113.3070628,23.11922505,0
633,113.3070628,23.11922505,0
634,113.3070628,23.11922505,0
635,113.3070628,23.11922505,0
636,113.3070628,23.11922505,0
637,113.3070628,23.11922505,0
638,113.3070628,23.11922505,0
639,113.3070628,23.11922505,0
640,113.3070628,23.11922505,0
641,113.3070628,23.11922505,0
642,113.3070628,23.11922505,0
643,113.3070628,23.11922505,0
644,113.3070628,23.11922505,0
645,113.3070628,23.11922505,0
646,113.3070628,23.11922505,0
647,113.3070628,23.11922505,0
648,113.3070628,23.11922505,0
649,113.3070628,23.11922505,0
650,113.3070628,23.11922505,0
651,113.3070628,23.11922505,0
652,113.3070628,23.11922505,0
653,113.3070628,23.11922505,0
654,113.3070628,23.11922505,0
655,113.3070628,23.11922505,0
656,113.3070628,23.11922505,0
657,113.3070628,23.11922505,0
658,113.3070628,23.11922505,0
659,113.3070628,23.11922505,0
660,113.3070628,23.11922505,0
661,113.3070628,23.11922505,0
662,113.3070628,23.11922505,0
663,113.3070628,23.11922505,0
664,113.3070628,23.11922505,0
665,113.3070628,23.11922505,0
666,113.3070628,23.11922505,0
667,113.3070628,23.11922505,0
668,113.3070628,23.11922505,0
669,113.3070628,23.11922505,0
670,113.3070628,23.11922505,0
671,113.3070628,23.11922505,0
672,113.3070628,23.11922505,0
673,113.3070628,23.11922505,0
674,113.3070628,23.11922505,0
675,113.3070628,23.11922505,0
676,113.3070628,23.11922505,0
677,113.3070628,23.11922505,0
678,113.3070628,23.11922505,0
679,113.3070628,23.11922505,0
680,113.3070628,23.11922505,0
681,113.3070628,23.11922505,0
682,113.3070628,23.11922505,0
683,113.3070628,23.11922505,0
684,113.3070628,23.11922505,0
685,113.3070628,23.11922505,0
686,113.3070628,23.11922505,0
687,113.3070628,23.11922505,0
688,113.3070628,23.11922505,0
689,113.3070628,23.11922505,0
690,113.3070628,23.11922505,0
691,113.3070628,23.11922505,0
692,113.3070628,23.11922505,0
693,113.3070628,23.11922505,0
694,113.3070628,23.11922505,0
695,113.3070628,23.11922505,0
696,113.3070628,23.11922505,0
697,113.3070628,23.11922505,0
698,113.3070628,23.11922505,0
699,113.3070628,23.11922505,0
700,113.3070628,23.11922505,0
701,113.3070628,23.11922505,0
702,113.3070628,23.11922505,0
703,113.3070628,23.11922505,0
704,113.3070628,23.11922505,0
705,113.3070628,23.11922505,0
706,113.3070628,23.11922505,0
707,113.3070628,23.11922505,0
708,113.3070628,23.11922505,0
709,113.3070628,23.11922505,0
710,113.3070628,23.11922505,0
711,113.3070628,23.11922505,0
712,113.3070628,23.11922505,0
713,113.3070628,23.11922505,0
714,113.3070628,23.11922505,0
715,113.3070628,23.11922505,0
716,113.3070628,23.11922505,0
717,113.3070628,23.11922505,0
718,113.3070628,23.11922505,0
719,113.3070628,23.11922505,0
720,113.3070628,23.11922505,0
721,113.3070628,23.11922505,1
722,113.3070628,23.11922505,1
723,113.3070628,23.11922505,1
724,113.3070628,23.11922505,1
725,113.3070628,23.11922505,1
726,113.3070628,23.11922505,1
727,113.3070628,23.11922505,1
728,113.3070628,23.11922505,1
729,113.3070628,23.11922505,1
730,113.3070628,23.11922505,1
731,113.3070628,23.11922505,1
732,113.3070628,23.11922505,1
733,113.3070628,23.11922505,1
734,113.3070628,23.11922505,1
735,113.3070628,23.11922505,1
736,113.3070628,23.11922505,1
737,113.3070628,23.11922505,1
738,113.3070628,23.11922505,1
739,113.3070628,23.11922505,1
740,113.3070628,23.11922505,1
741,113.3070628,23.11922505,1
742,113.3070628,23.11922505,1
743,113.3070628,23.11922505,1
744,113.3070628,23.11922505,1
745,113.3070628,23.11922505,1
746,113.3070628,23.11922505,1
747,113.3070628,23.11922505,1
748,113.3070628,23.11922505,1
749,113.3070628,23.11922505,1
750,113.3070628,23.11922505,1
751,113.3070628,23.11922505,1
752,113.3070628,23.11922505,1
753,113.3070628,23.11922505,1
754,113.3070628,23.11922505,1
755,113.3070628,23.11922505,1
756,113.3070628,23.11922505,1
757,113.3070628,23.11922505,1
758,113.3070628,23.11922505,1
759,113.3070628,23.11922505,1
760,113.3070628,23.11922505,1
761,113.3070628,23.11922505,1
762,113.3070628,23.11922505,1
763,113.3070628,23.11922505,1
764,113.3070628,23.11922505,1
765,113.3070628,23.11922505,1
766,113.3070628,23.11922505,1
767,113.3070628,23.11922505,1
768,113.3070628,23.11922505,1
769,113.3070628,23.11922505,1
770,113.3070628,23.11922505,1
771,113.3070628,23.11922505,1
772,113.3070628,23.11922505,1
773,113.3070628,23.11922505,1
774,113.3070628,23.11922505,1
775,113.3070628,23.11922505,1
776,113.3070628,23.11922505,1
777,113.3070628,23.11922505,1
778,113.3070628,23.11922505,1
779,113.3070628,23.11922505,1
780,113.3070628,23.11922505,1
781,113.3070628,23.11922505,1
782,113.3070628,23.11922505,1
783,113.3070628,23.11922505,1
784,113.3070628,23.11922505,1
785,113.3070628,23.11922505,1
786,113.3070628,23.11922505,1
787,113.3070628,23.11922505,1
788,113.3070628,23.11922505,1
789,113.3070628,23.11922505,1
790,113.3070628,23.11922505,1
791,113.3070628,23.11922505,1
792,113.3070628,23.11922505,1
793,113.3070628,23.11922505,1
794,113.3070628,23.11922505,1
795,113.3070628,23.11922505,1
796,113.3070628,23.11922505,1
797,113.3070628,23.11922505,1
798,113.3070628,23.11922505,1
799,113.3070628,23.11922505,1
800,113.3070628,23.11922505,1
801,113.3070628,23.11922505,1
802,113.3070628,23.11922505,1
803,113.3070628,23.11922505,1
804,113.3070628,23.11922505,1
805,113.3070628,23.11922505,1
806,113.3070628,23.11922505,1
807,113.3070628,23.11922505,1
808,113.3070628,23.11922505,1
809,113.3070628,23.11922505,1
810,113.3070628,23.11922505,1
811,113.3070628,23.11922505,1
812,113.3070628,23.11922505,1
813,113.3070628,23.11922505,1
814,113.3070628,23.11922505,1
815,113.3070628,23.11922505,1
816,113.3070628,23.11922505,1
817,113.3070628,23.11922505,1
818,113.3070628,23.11922505,1
819,113.3070628,23.11922505,1
820,113.3070628,23.11922505,1
821,113.3070628,23.11922505,1
822,113.3070628,23.11922505,1
823,113.3070628,23.11922505,1
824,113.3070628,23.11922505,1
825,113.3070628,23.11922505,1
826,113.3070628,23.11922505,1
827,113.3070628,23.11922505,1
828,113.3070628,23.11922505,1
829,113.3070628,23.11922505,1
830,113.3070628,23.11922505,1
831,113.3070628,23.11922505,1
832,113.3070628,23.11922505,1
833,113.3070628,23.11922505,1
834,113.3070628,23.11922505,1
835,113.3070628,23.11922505,1
836,113.3070628,23.11922505,1
837,113.3070628,23.11922505,1
838,113.3070628,23.11922505,1
839,113.3070628,23.11922505,1
840,113.3070628,23.11922505,1
841,113.3070628,23.11922505,1
842,113.3070628,23.11922505,1
843,113.3070628,23.11922505,1
844,113.3070628,23.11922505,1
845,113.3070628,23.11922505,1
846,113.3070628,23.11922505,1
847,113.3070628,23.11922505,1
848,113.3070628,23.11922505,1
849,113.3070628,23.11922505,1
850,113.3070628,23.11922505,1
851,113.3070628,23.11922505,1
852,113.3070628,23.11922505,1
853,113.3070628,23.11922505,1
854,113.3070628,23.11922505,1
855,113.3070628,23.11922505,1
856,113.3070628,23.11922505,1
857,113.3070628,23.11922505,1
858,113.3070628,23.11922505,0
859,113.3070628,23.11922505,0
860,113.3070628,23.11922505,0
861,113.3070628,23.11922505,0
862,113.3070628,23.11922505,0
863,113.3070628,23.11922505,0
864,113.3070628,23.11922505,0
865,113.3067026,23.11922491,0
866,113.3068827,23.11922498,0
867,113.3063423,23.11922478,0
868,113.3065225,23.11922485,0
869,113.3061622,23.11922472,0
870,113.3054418,23.11922445,0
871,113.3056219,23.11922452,0
872,113.305802,23.11922458,0
873,113.3059821,23.11922465,0
874,113.3049015,23.11922425,0
